0 	0.999976 	0 	0 	0
0.00055 	0.999974 	-0.00204372 	0 	-5.92029e-05
0.0011 	0.999973 	-0.00408745 	0 	-0.000118406
0.00165 	0.999971 	-0.00613117 	0 	-0.000177609
0.0022 	0.999969 	-0.0081749 	0 	-0.000236812
0.00275 	0.999968 	-0.0102186 	0 	-0.000296015
0.0033 	0.999966 	-0.0122623 	0 	-0.000355218
0.00385 	0.999964 	-0.0143061 	0 	-0.00041442
0.0044 	0.999963 	-0.0163498 	0 	-0.000473623
0.00495 	0.999961 	-0.0183935 	0 	-0.000532826
0.0055 	0.999959 	-0.0204372 	0 	-0.000592029
0.00605 	0.999958 	-0.022481 	0 	-0.000651232
0.0066 	0.999956 	-0.0245247 	0 	-0.000710435
0.00715 	0.999954 	-0.0265684 	0 	-0.000769638
0.0077 	0.999953 	-0.0286121 	0 	-0.000828841
0.00825 	0.999951 	-0.0306559 	0 	-0.000888044
0.0088 	0.999949 	-0.0326996 	0 	-0.000947247
0.00935 	0.999948 	-0.0347433 	0 	-0.00100645
0.0099 	0.999946 	-0.036787 	0 	-0.00106565
0.01045 	0.999944 	-0.0372334 	0 	-0.001128
0.011 	0.999941 	-0.0373248 	0 	-0.00119104
0.01155 	0.999938 	-0.0374161 	0 	-0.00125408
0.0121 	0.999936 	-0.0375075 	0 	-0.00131712
0.01265 	0.999933 	-0.0375989 	0 	-0.00138016
0.0132 	0.99993 	-0.0376902 	0 	-0.0014432
0.01375 	0.999928 	-0.0377816 	0 	-0.00150624
0.0143 	0.999925 	-0.037873 	0 	-0.00156928
0.01485 	0.999922 	-0.0379644 	0 	-0.00163232
0.0154 	0.99992 	-0.0380557 	0 	-0.00169536
0.01595 	0.999917 	-0.0381471 	0 	-0.0017584
0.0165 	0.999914 	-0.0382385 	0 	-0.00182144
0.01705 	0.999912 	-0.0383299 	0 	-0.00188448
0.0176 	0.999909 	-0.0384212 	0 	-0.00194752
0.01815 	0.999906 	-0.0385126 	0 	-0.00201056
0.0187 	0.999904 	-0.038604 	0 	-0.0020736
0.01925 	0.999901 	-0.0386953 	0 	-0.00213664
0.0198 	0.999898 	-0.0387867 	0 	-0.00219968
0.02035 	0.999898 	-0.0388056 	0 	-0.00226527
0.0209 	0.999899 	-0.0387829 	0 	-0.00233231
0.02145 	0.999901 	-0.0387603 	0 	-0.00239935
0.022 	0.999902 	-0.0387377 	0 	-0.00246639
0.02255 	0.999903 	-0.0387151 	0 	-0.00253343
0.0231 	0.999904 	-0.0386925 	0 	-0.00260048
0.02365 	0.999905 	-0.0386699 	0 	-0.00266752
0.0242 	0.999906 	-0.0386473 	0 	-0.00273456
0.02475 	0.999908 	-0.0386247 	0 	-0.0028016
0.0253 	0.999909 	-0.038602 	0 	-0.00286864
0.02585 	0.99991 	-0.0385794 	0 	-0.00293568
0.0264 	0.999911 	-0.0385568 	0 	-0.00300273
0.02695 	0.999912 	-0.0385342 	0 	-0.00306977
0.0275 	0.999914 	-0.0385116 	0 	-0.00313681
0.02805 	0.999915 	-0.038489 	0 	-0.00320385
0.0286 	0.999916 	-0.0384664 	0 	-0.00327089
0.02915 	0.999917 	-0.0384438 	0 	-0.00333793
0.0297 	0.999918 	-0.0384211 	0 	-0.00340498
0.03025 	0.999921 	-0.0383933 	0 	-0.00347288
0.0308 	0.999924 	-0.0383593 	0 	-0.00354181
0.03135 	0.999927 	-0.0383252 	0 	-0.00361075
0.0319 	0.99993 	-0.0382912 	0 	-0.00367968
0.03245 	0.999933 	-0.0382571 	0 	-0.00374862
0.033 	0.999936 	-0.038223 	0 	-0.00381755
0.03355 	0.999939 	-0.038189 	0 	-0.00388649
0.0341 	0.999942 	-0.0381549 	0 	-0.00395542
0.03465 	0.999945 	-0.0381209 	0 	-0.00402436
0.0352 	0.999949 	-0.0380868 	0 	-0.0040933
0.03575 	0.999952 	-0.0380528 	0 	-0.00416223
0.0363 	0.999955 	-0.0380187 	0 	-0.00423117
0.03685 	0.999958 	-0.0379846 	0 	-0.0043001
0.0374 	0.999961 	-0.0379506 	0 	-0.00436904
0.03795 	0.999964 	-0.0379165 	0 	-0.00443797
0.0385 	0.999967 	-0.0378825 	0 	-0.00450691
0.03905 	0.99997 	-0.0378484 	0 	-0.00457584
0.0396 	0.999973 	-0.0378144 	0 	-0.00464478
0.04015 	0.999976 	-0.0377889 	0 	-0.00471402
0.0407 	0.999976 	-0.0377862 	0 	-0.0047841
0.04125 	0.999976 	-0.0377835 	0 	-0.00485417
0.0418 	0.999977 	-0.0377808 	0 	-0.00492425
0.04235 	0.999977 	-0.0377781 	0 	-0.00499432
0.0429 	0.999977 	-0.0377754 	0 	-0.0050644
0.04345 	0.999977 	-0.0377727 	0 	-0.00513447
0.044 	0.999978 	-0.03777 	0 	-0.00520454
0.04455 	0.999978 	-0.0377673 	0 	-0.00527462
0.0451 	0.999978 	-0.0377647 	0 	-0.00534469
0.04565 	0.999978 	-0.037762 	0 	-0.00541477
0.0462 	0.999979 	-0.0377593 	0 	-0.00548484
0.04675 	0.999979 	-0.0377566 	0 	-0.00555492
0.0473 	0.999979 	-0.0377539 	0 	-0.00562499
0.04785 	0.999979 	-0.0377512 	0 	-0.00569507
0.0484 	0.99998 	-0.0377485 	0 	-0.00576514
0.04895 	0.99998 	-0.0377458 	0 	-0.00583522
0.0495 	0.99998 	-0.0377431 	0 	-0.00590529
0.05005 	0.99998 	-0.0377429 	0 	-0.00597551
0.0506 	0.999978 	-0.0377671 	0 	-0.00604715
0.05115 	0.999976 	-0.0377914 	0 	-0.00611879
0.0517 	0.999973 	-0.0378156 	0 	-0.00619043
0.05225 	0.999971 	-0.0378398 	0 	-0.00626208
0.0528 	0.999969 	-0.037864 	0 	-0.00633372
0.05335 	0.999967 	-0.0378883 	0 	-0.00640536
0.0539 	0.999964 	-0.0379125 	0 	-0.006477
0.05445 	0.999962 	-0.0379367 	0 	-0.00654864
0.055 	0.99996 	-0.0379609 	0 	-0.00662029
0.05555 	0.999958 	-0.0379852 	0 	-0.00669193
0.0561 	0.999956 	-0.0380094 	0 	-0.00676357
0.05665 	0.999953 	-0.0380336 	0 	-0.00683521
0.0572 	0.999951 	-0.0380579 	0 	-0.00690685
0.05775 	0.999949 	-0.0380821 	0 	-0.0069785
0.0583 	0.999947 	-0.0381063 	0 	-0.00705014
0.05885 	0.999944 	-0.0381305 	0 	-0.00712178
0.0594 	0.999942 	-0.0381548 	0 	-0.00719342
0.05995 	0.99994 	-0.038179 	0 	-0.00726506
0.0605 	0.99994 	-0.0382082 	0 	-0.00733708
0.06105 	0.999941 	-0.038238 	0 	-0.00740913
0.0616 	0.999942 	-0.0382677 	0 	-0.00748118
0.06215 	0.999942 	-0.0382974 	0 	-0.00755323
0.0627 	0.999943 	-0.0383272 	0 	-0.00762528
0.06325 	0.999943 	-0.0383569 	0 	-0.00769733
0.0638 	0.999944 	-0.0383866 	0 	-0.00776938
0.06435 	0.999945 	-0.0384163 	0 	-0.00784143
0.0649 	0.999945 	-0.0384461 	0 	-0.00791348
0.06545 	0.999946 	-0.0384758 	0 	-0.00798553
0.066 	0.999947 	-0.0385055 	0 	-0.00805758
0.06655 	0.999947 	-0.0385353 	0 	-0.00812963
0.0671 	0.999948 	-0.038565 	0 	-0.00820168
0.06765 	0.999948 	-0.0385947 	0 	-0.00827373
0.0682 	0.999949 	-0.0386245 	0 	-0.00834578
0.06875 	0.99995 	-0.0386542 	0 	-0.00841783
0.0693 	0.99995 	-0.0386839 	0 	-0.00848988
0.06985 	0.999951 	-0.0387137 	0 	-0.00856193
0.0704 	0.999953 	-0.0387321 	0 	-0.00863208
0.07095 	0.999955 	-0.0387463 	0 	-0.00870151
0.0715 	0.999957 	-0.0387604 	0 	-0.00877095
0.07205 	0.99996 	-0.0387746 	0 	-0.00884038
0.0726 	0.999962 	-0.0387888 	0 	-0.00890981
0.07315 	0.999965 	-0.038803 	0 	-0.00897925
0.0737 	0.999967 	-0.0388172 	0 	-0.00904868
0.07425 	0.999969 	-0.0388313 	0 	-0.00911811
0.0748 	0.999972 	-0.0388455 	0 	-0.00918754
0.07535 	0.999974 	-0.0388597 	0 	-0.00925698
0.0759 	0.999976 	-0.0388739 	0 	-0.00932641
0.07645 	0.999979 	-0.038888 	0 	-0.00939584
0.077 	0.999981 	-0.0389022 	0 	-0.00946528
0.07755 	0.999983 	-0.0389164 	0 	-0.00953471
0.0781 	0.999986 	-0.0389306 	0 	-0.00960414
0.07865 	0.999988 	-0.0389448 	0 	-0.00967357
0.0792 	0.99999 	-0.0389589 	0 	-0.00974301
