# Observer      : 2
# Position      : (2.00000000e-01 1.30000000e-01 -1.00000000e-02)
# Time          	p(Curle)        
100             7.34425502e-08
100.01          7.38086115e-08
100.02          7.41378694e-08
100.03          7.45048674e-08
100.04          7.48791829e-08
100.05          7.52500383e-08
100.06          7.56507323e-08
100.07          7.60406544e-08
100.08          7.64057803e-08
100.09          7.68009461e-08
100.1           7.72011314e-08
100.11          7.75913142e-08
100.12          7.80169672e-08
100.13          7.84535785e-08
100.14          7.88755237e-08
100.15          7.93128768e-08
100.16          7.97047550e-08
100.17          8.01471920e-08
100.18          8.05689413e-08
100.19          8.10136992e-08
100.2           8.14780970e-08
100.21          8.19373481e-08
100.22          8.23713996e-08
100.23          8.28192601e-08
100.24          8.33044555e-08
100.25          8.37945222e-08
100.26          8.42582178e-08
100.27          8.47370571e-08
100.28          8.52329285e-08
100.29          8.57282560e-08
100.3           8.61968430e-08
100.31          8.67084051e-08
100.32          8.72305923e-08
100.33          8.77508446e-08
100.34          8.82694269e-08
100.35          8.87535716e-08
100.36          8.92805632e-08
100.37          8.98249871e-08
100.38          9.03689499e-08
100.39          9.09053211e-08
100.4           9.14524721e-08
100.41          9.19888393e-08
100.42          9.25606932e-08
100.43          9.31160283e-08
100.44          9.36628856e-08
100.45          9.42439350e-08
100.46          9.48226318e-08
100.47          9.53717347e-08
100.48          9.59674351e-08
100.49          9.65626374e-08
100.5           9.71384236e-08
100.51          9.77525199e-08
100.52          9.83548814e-08
100.53          9.89301723e-08
100.54          9.95469081e-08
100.55          1.00149073e-07
100.56          1.00769618e-07
100.57          1.01387253e-07
100.58          1.02002112e-07
100.59          1.02657248e-07
100.6           1.03274297e-07
100.61          1.03893367e-07
100.62          1.04541085e-07
100.63          1.05187725e-07
100.64          1.05833488e-07
100.65          1.06507471e-07
100.66          1.07168101e-07
100.67          1.07794618e-07
100.68          1.08482012e-07
100.69          1.09128609e-07
100.7           1.09804688e-07
100.71          1.10490139e-07
100.72          1.11175159e-07
100.73          1.11862389e-07
100.74          1.12557680e-07
100.75          1.13225011e-07
100.76          1.13930811e-07
100.77          1.14619235e-07
100.78          1.15327009e-07
100.79          1.16041350e-07
100.8           1.16752048e-07
100.81          1.17494570e-07
100.82          1.18169101e-07
100.83          1.18885129e-07
100.84          1.19599634e-07
100.85          1.20351690e-07
100.86          1.21054668e-07
100.87          1.21816546e-07
100.88          1.22554220e-07
100.89          1.23308004e-07
100.9           1.24019591e-07
100.91          1.24781335e-07
100.92          1.25503310e-07
100.93          1.26297198e-07
100.94          1.27040700e-07
100.95          1.27796985e-07
100.96          1.28584940e-07
100.97          1.29342867e-07
100.98          1.30084937e-07
100.99          1.30866628e-07
101             1.31641621e-07
101.01          1.32421601e-07
101.02          1.33228938e-07
101.03          1.33987986e-07
101.04          1.34799274e-07
101.05          1.35599508e-07
101.06          1.36375311e-07
101.07          1.37159464e-07
101.08          1.37970495e-07
101.09          1.38766168e-07
101.1           1.39589647e-07
101.11          1.40385809e-07
101.12          1.41205516e-07
101.13          1.42015381e-07
101.14          1.42824379e-07
101.15          1.43618330e-07
101.16          1.44443088e-07
101.17          1.45260699e-07
101.18          1.46111086e-07
101.19          1.46926214e-07
101.2           1.47756101e-07
101.21          1.48597512e-07
101.22          1.49437484e-07
101.23          1.50238321e-07
101.24          1.51095499e-07
101.25          1.51930925e-07
101.26          1.52795999e-07
101.27          1.53595794e-07
101.28          1.54461020e-07
101.29          1.55310278e-07
101.3           1.56167155e-07
101.31          1.57009361e-07
101.32          1.57869084e-07
101.33          1.58707682e-07
101.34          1.59588612e-07
101.35          1.60422829e-07
101.36          1.61291691e-07
101.37          1.62173176e-07
101.38          1.63035529e-07
101.39          1.63913449e-07
101.4           1.64762545e-07
101.41          1.65609741e-07
101.42          1.66490712e-07
101.43          1.67359396e-07
101.44          1.68224966e-07
101.45          1.69107158e-07
101.46          1.69998965e-07
101.47          1.70877278e-07
101.48          1.71753792e-07
101.49          1.72607852e-07
101.5           1.73510220e-07
101.51          1.74387525e-07
101.52          1.75265403e-07
101.53          1.76141443e-07
101.54          1.77058561e-07
101.55          1.77918397e-07
101.56          1.78819104e-07
101.57          1.79706820e-07
101.58          1.80580256e-07
101.59          1.81458210e-07
101.6           1.82349794e-07
101.61          1.83247847e-07
101.62          1.84144722e-07
101.63          1.85043054e-07
101.64          1.85948296e-07
101.65          1.86856872e-07
101.66          1.87723992e-07
101.67          1.88602529e-07
101.68          1.89510685e-07
101.69          1.90392652e-07
101.7           1.91283748e-07
101.71          1.92195101e-07
101.72          1.93089410e-07
101.73          1.93992847e-07
101.74          1.94898806e-07
101.75          1.95773093e-07
101.76          1.96670565e-07
101.77          1.97574866e-07
101.78          1.98464514e-07
101.79          1.99360521e-07
101.8           2.00271398e-07
101.81          2.01185995e-07
101.82          2.02063499e-07
101.83          2.02980039e-07
101.84          2.03865642e-07
101.85          2.04753457e-07
101.86          2.05639648e-07
101.87          2.06565978e-07
101.88          2.07454106e-07
101.89          2.08352301e-07
101.9           2.09255744e-07
101.91          2.10153849e-07
101.92          2.11054972e-07
101.93          2.11940491e-07
101.94          2.12841317e-07
101.95          2.13712372e-07
101.96          2.14594501e-07
101.97          2.15463952e-07
101.98          2.16368934e-07
101.99          2.17261069e-07
102             2.18159231e-07
102.01          2.19055148e-07
102.02          2.19926164e-07
102.03          2.20806959e-07
102.04          2.21697969e-07
102.05          2.22575533e-07
102.06          2.23457267e-07
102.07          2.24359103e-07
102.08          2.25221840e-07
102.09          2.26105798e-07
102.1           2.26972109e-07
102.11          2.27849233e-07
102.12          2.28723734e-07
102.13          2.29605885e-07
102.14          2.30482641e-07
102.15          2.31344456e-07
102.16          2.32225878e-07
102.17          2.33101132e-07
102.18          2.33969739e-07
102.19          2.34837985e-07
102.2           2.35688489e-07
102.21          2.36539960e-07
102.22          2.37391107e-07
102.23          2.38246176e-07
102.24          2.39105867e-07
102.25          2.39976785e-07
102.26          2.40835082e-07
102.27          2.41695527e-07
102.28          2.42535672e-07
102.29          2.43385434e-07
102.3           2.44220185e-07
102.31          2.45066265e-07
102.32          2.45909677e-07
102.33          2.46731062e-07
102.34          2.47579320e-07
102.35          2.48414514e-07
102.36          2.49257227e-07
102.37          2.50077118e-07
102.38          2.50910651e-07
102.39          2.51733591e-07
102.4           2.52550477e-07
102.41          2.53375578e-07
102.42          2.54185863e-07
102.43          2.55022075e-07
102.44          2.55842452e-07
102.45          2.56633007e-07
102.46          2.57460884e-07
102.47          2.58244603e-07
102.48          2.59041642e-07
102.49          2.59836706e-07
102.5           2.60642845e-07
102.51          2.61428003e-07
102.52          2.62234120e-07
102.53          2.63028267e-07
102.54          2.63819000e-07
102.55          2.64621680e-07
102.56          2.65413270e-07
102.57          2.66164446e-07
102.58          2.66934839e-07
102.59          2.67709843e-07
102.6           2.68469664e-07
102.61          2.69253286e-07
102.62          2.70053879e-07
102.63          2.70804250e-07
102.64          2.71504356e-07
102.65          2.72267281e-07
102.66          2.73014314e-07
102.67          2.73762470e-07
102.68          2.74508708e-07
102.69          2.75223932e-07
102.7           2.75973702e-07
102.71          2.76725110e-07
102.72          2.77445213e-07
102.73          2.78161141e-07
