# Observer      : 3
# Position      : (1.80000000e-01 1.50000000e-01 -1.00000000e-02)
# Time          	p(Curle)        
101.84          1.62702780e-07
101.85          1.63806599e-07
101.86          1.64909507e-07
101.87          1.66060897e-07
101.88          1.67164111e-07
101.89          1.68281149e-07
101.9           1.69405923e-07
101.91          1.70522607e-07
101.92          1.71642142e-07
101.93          1.72742111e-07
101.94          1.73860085e-07
101.95          1.74946280e-07
101.96          1.76045504e-07
101.97          1.77127854e-07
101.98          1.78256144e-07
101.99          1.79366637e-07
102             1.80483540e-07
102.01          1.81596268e-07
102.02          1.82680214e-07
102.03          1.83776652e-07
102.04          1.84882207e-07
102.05          1.85974794e-07
102.06          1.87070866e-07
102.07          1.88193036e-07
102.08          1.89267268e-07
102.09          1.90369009e-07
102.1           1.91446114e-07
102.11          1.92534495e-07
102.12          1.93622385e-07
102.13          1.94717674e-07
102.14          1.95806139e-07
102.15          1.96879345e-07
102.16          1.97975385e-07
102.17          1.99063864e-07
102.18          2.00144927e-07
102.19          2.01222616e-07
102.2           2.02279710e-07
102.21          2.03339193e-07
102.22          2.04398287e-07
102.23          2.05460545e-07
102.24          2.06529447e-07
102.25          2.07613213e-07
102.26          2.08678854e-07
102.27          2.09748846e-07
102.28          2.10793412e-07
102.29          2.11847940e-07
102.3           2.12886244e-07
102.31          2.13937439e-07
102.32          2.14985025e-07
102.33          2.16006563e-07
102.34          2.17062752e-07
102.35          2.18100230e-07
102.36          2.19148531e-07
102.37          2.20167247e-07
102.38          2.21201241e-07
102.39          2.22224182e-07
102.4           2.23239216e-07
102.41          2.24264107e-07
102.42          2.25270562e-07
102.43          2.26310764e-07
102.44          2.27330011e-07
102.45          2.28314222e-07
102.46          2.29340917e-07
102.47          2.30315926e-07
102.48          2.31305660e-07
102.49          2.32294720e-07
102.5           2.33294785e-07
102.51          2.34269797e-07
102.52          2.35271836e-07
102.53          2.36261719e-07
102.54          2.37243110e-07
102.55          2.38238074e-07
102.56          2.39217083e-07
102.57          2.40151563e-07
102.58          2.41108583e-07
102.59          2.42070312e-07
102.6           2.43013455e-07
102.61          2.43986603e-07
102.62          2.44976797e-07
102.63          2.45912073e-07
102.64          2.46788266e-07
102.65          2.47733254e-07
102.66          2.48660901e-07
102.67          2.49589163e-07
102.68          2.50515473e-07
102.69          2.51404312e-07
102.7           2.52337854e-07
102.71          2.53271454e-07
102.72          2.54167155e-07
102.73          2.55057316e-07
102.74          2.55968496e-07
102.75          2.56859177e-07
102.76          2.57729938e-07
102.77          2.58628440e-07
102.78          2.59495932e-07
102.79          2.60396303e-07
102.8           2.61273543e-07
102.81          2.62108052e-07
102.82          2.62981629e-07
102.83          2.63819724e-07
102.84          2.64664345e-07
102.85          2.65520063e-07
102.86          2.66359427e-07
102.87          2.67191682e-07
102.88          2.68029134e-07
102.89          2.68869052e-07
102.9           2.69693511e-07
102.91          2.70526325e-07
102.92          2.71294712e-07
102.93          2.72092781e-07
102.94          2.72894075e-07
102.95          2.73676692e-07
102.96          2.74476170e-07
102.97          2.75280027e-07
102.98          2.76067596e-07
102.99          2.76832387e-07
103             2.77621277e-07
103.01          2.78356375e-07
103.02          2.79113167e-07
103.03          2.79857365e-07
103.04          2.80597470e-07
103.05          2.81321437e-07
103.06          2.82067947e-07
103.07          2.82799209e-07
103.08          2.83561241e-07
103.09          2.84297752e-07
103.1           2.84975626e-07
103.11          2.85681364e-07
103.12          2.86396422e-07
103.13          2.87095767e-07
103.14          2.87778483e-07
103.15          2.88420735e-07
103.16          2.89111186e-07
103.17          2.89780954e-07
103.18          2.90454220e-07
103.19          2.91094415e-07
103.2           2.91752532e-07
103.21          2.92384668e-07
103.22          2.93022798e-07
103.23          2.93666340e-07
103.24          2.94327956e-07
103.25          2.94931589e-07
103.26          2.95548667e-07
103.27          2.96146909e-07
103.28          2.96731843e-07
103.29          2.97342813e-07
103.3           2.97925209e-07
103.31          2.98509352e-07
103.32          2.99070216e-07
103.33          2.99671933e-07
103.34          3.00235984e-07
103.35          3.00805204e-07
103.36          3.01334593e-07
103.37          3.01854510e-07
103.38          3.02394305e-07
103.39          3.02920093e-07
103.4           3.03448837e-07
103.41          3.03976650e-07
103.42          3.04493303e-07
103.43          3.04986013e-07
103.44          3.05502362e-07
103.45          3.05989539e-07
103.46          3.06444981e-07
103.47          3.06914985e-07
103.48          3.07384518e-07
103.49          3.07828641e-07
103.5           3.08306758e-07
103.51          3.08767147e-07
103.52          3.09210407e-07
103.53          3.09651773e-07
103.54          3.10058765e-07
103.55          3.10491305e-07
103.56          3.10908632e-07
103.57          3.11289470e-07
103.58          3.11679972e-07
103.59          3.12090800e-07
103.6           3.12451100e-07
103.61          3.12838851e-07
103.62          3.13230655e-07
103.63          3.13556745e-07
103.64          3.13916440e-07
103.65          3.14273636e-07
103.66          3.14611901e-07
103.67          3.14921281e-07
103.68          3.15270330e-07
103.69          3.15592912e-07
103.7           3.15890922e-07
103.71          3.16199034e-07
103.72          3.16483924e-07
103.73          3.16767454e-07
103.74          3.17037143e-07
103.75          3.17313384e-07
103.76          3.17585489e-07
103.77          3.17859650e-07
103.78          3.18094346e-07
103.79          3.18348147e-07
103.8           3.18561434e-07
103.81          3.18794616e-07
103.82          3.19020445e-07
103.83          3.19229832e-07
103.84          3.19436646e-07
103.85          3.19632845e-07
103.86          3.19846876e-07
103.87          3.20001607e-07
103.88          3.20178811e-07
103.89          3.20330976e-07
103.9           3.20483150e-07
103.91          3.20653174e-07
103.92          3.20790011e-07
103.93          3.20922553e-07
103.94          3.21060016e-07
103.95          3.21172753e-07
103.96          3.21331786e-07
103.97          3.21397245e-07
103.98          3.21454201e-07
103.99          3.21550332e-07
104             3.21657499e-07
104.01          3.21740808e-07
104.02          3.21790072e-07
104.03          3.21853448e-07
104.04          3.21891669e-07
104.05          3.21947914e-07
104.06          3.21969298e-07
104.07          3.21976503e-07
104.08          3.21989588e-07
104.09          3.22016026e-07
104.1           3.22009127e-07
104.11          3.22005014e-07
104.12          3.22001465e-07
104.13          3.21995609e-07
104.14          3.21971021e-07
104.15          3.21886281e-07
104.16          3.21880491e-07
104.17          3.21778810e-07
104.18          3.21712831e-07
104.19          3.21646389e-07
104.2           3.21597293e-07
104.21          3.21522968e-07
104.22          3.21423223e-07
104.23          3.21335568e-07
104.24          3.21206593e-07
104.25          3.21080428e-07
104.26          3.20949578e-07
104.27          3.20815892e-07
104.28          3.20673548e-07
104.29          3.20525192e-07
104.3           3.20377538e-07
104.31          3.20214658e-07
104.32          3.20023610e-07
104.33          3.19837920e-07
104.34          3.19680840e-07
104.35          3.19468715e-07
104.36          3.19234406e-07
104.37          3.19041982e-07
104.38          3.18835563e-07
104.39          3.18613133e-07
104.4           3.18383395e-07
104.41          3.18116922e-07
104.42          3.17854602e-07
104.43          3.17607899e-07
104.44          3.17350892e-07
104.45          3.17030580e-07
104.46          3.16743334e-07
104.47          3.16489998e-07
104.48          3.16170873e-07
104.49          3.15831309e-07
104.5           3.15548579e-07
104.51          3.15221996e-07
104.52          3.14895381e-07
104.53          3.14576543e-07
104.54          3.14193542e-07
104.55          3.13869082e-07
104.56          3.13511774e-07
104.57          3.13128486e-07
104.58          3.12724971e-07
104.59          3.12353540e-07
104.6           3.11966138e-07
104.61          3.11558995e-07
104.62          3.11129277e-07
104.63          3.10735152e-07
104.64          3.10296252e-07
104.65          3.09900725e-07
104.66          3.09449771e-07
104.67          3.08992487e-07
104.68          3.08525596e-07
104.69          3.08047560e-07
104.7           3.07583593e-07
104.71          3.07136719e-07
104.72          3.06627684e-07
104.73          3.06115626e-07
104.74          3.05605296e-07
104.75          3.05122745e-07
104.76          3.04621179e-07
104.77          3.04091796e-07
104.78          3.03571860e-07
104.79          3.03027339e-07
104.8           3.02498145e-07
104.81          3.01937826e-07
104.82          3.01375380e-07
104.83          3.00857892e-07
104.84          3.00251919e-07
104.85          2.99654668e-07
104.86          2.99048080e-07
104.87          2.98469075e-07
104.88          2.97903294e-07
104.89          2.97314981e-07
104.9           2.96629032e-07
104.91          2.96007781e-07
104.92          2.95411389e-07
104.93          2.94751608e-07
104.94          2.94111612e-07
104.95          2.93420512e-07
104.96          2.92781550e-07
104.97          2.92123937e-07
104.98          2.91466410e-07
104.99          2.90767575e-07
105             2.90101691e-07
105.01          2.89380298e-07
105.02          2.88670791e-07
105.03          2.87982454e-07
105.04          2.87252326e-07
105.05          2.86553674e-07
105.06          2.85837981e-07
105.07          2.85063966e-07
105.08          2.84323540e-07
105.09          2.83616636e-07
105.1           2.82838670e-07
105.11          2.82059548e-07
105.12          2.81280812e-07
105.13          2.80485461e-07
105.14          2.79745042e-07
105.15          2.78943848e-07
105.16          2.78168160e-07
105.17          2.77367406e-07
105.18          2.76557023e-07
105.19          2.75714602e-07
105.2           2.74900396e-07
105.21          2.74060687e-07
105.22          2.73240168e-07
105.23          2.72428620e-07
105.24          2.71555685e-07
105.25          2.70698412e-07
105.26          2.69847370e-07
105.27          2.68981320e-07
105.28          2.68082463e-07
105.29          2.67197385e-07
105.3           2.66338440e-07
105.31          2.65508556e-07
105.32          2.64572244e-07
105.33          2.63673183e-07
105.34          2.62752975e-07
105.35          2.61858328e-07
105.36          2.60898468e-07
105.37          2.59986694e-07
105.38          2.59068538e-07
105.39          2.58153151e-07
105.4           2.57211591e-07
105.41          2.56203745e-07
105.42          2.55286168e-07
105.43          2.54323231e-07
105.44          2.53330377e-07
105.45          2.52400354e-07
105.46          2.51449845e-07
105.47          2.50438288e-07
105.48          2.49506034e-07
105.49          2.48456428e-07
105.5           2.47482031e-07
105.51          2.46457962e-07
105.52          2.45452592e-07
105.53          2.44471814e-07
105.54          2.43433439e-07
105.55          2.42407843e-07
105.56          2.41397185e-07
105.57          2.40340648e-07
105.58          2.39311697e-07
105.59          2.38247637e-07
105.6           2.37209235e-07
105.61          2.36226446e-07
105.62          2.35131812e-07
105.63          2.34072092e-07
105.64          2.33020550e-07
105.65          2.31936359e-07
105.66          2.30855607e-07
105.67          2.29746398e-07
105.68          2.28696805e-07
105.69          2.27601139e-07
105.7           2.26526816e-07
105.71          2.25409785e-07
105.72          2.24325595e-07
105.73          2.23175434e-07
105.74          2.22089525e-07
105.75          2.20980882e-07
105.76          2.19874105e-07
105.77          2.18749832e-07
105.78          2.17635403e-07
105.79          2.16504508e-07
105.8           2.15363083e-07
105.81          2.14196305e-07
105.82          2.13092330e-07
105.83          2.11922471e-07
105.84          2.10775322e-07
105.85          2.09612723e-07
105.86          2.08458422e-07
105.87          2.07319117e-07
105.88          2.06126382e-07
105.89          2.04971734e-07
105.9           2.03838868e-07
105.91          2.02637021e-07
105.92          2.01451574e-07
105.93          2.00275382e-07
105.94          1.99086707e-07
105.95          1.97915465e-07
105.96          1.96718660e-07
105.97          1.95518468e-07
105.98          1.94321458e-07
105.99          1.93110345e-07
106             1.91898276e-07
106.01          1.90696725e-07
106.02          1.89471114e-07
106.03          1.88291928e-07
106.04          1.87092183e-07
106.05          1.85860485e-07
106.06          1.84651707e-07
106.07          1.83430317e-07
106.08          1.82200545e-07
106.09          1.80955405e-07
106.1           1.79737679e-07
106.11          1.78467312e-07
106.12          1.77245522e-07
106.13          1.76035078e-07
106.14          1.74782827e-07
106.15          1.73539506e-07
106.16          1.72284750e-07
106.17          1.71075973e-07
106.18          1.69798523e-07
106.19          1.68556391e-07
106.2           1.67293341e-07
106.21          1.66080786e-07
106.22          1.64825581e-07
106.23          1.63542978e-07
106.24          1.62281558e-07
106.25          1.61018760e-07
106.26          1.59746320e-07
106.27          1.58475279e-07
106.28          1.57217156e-07
106.29          1.55923523e-07
106.3           1.54716291e-07
106.31          1.53434088e-07
106.32          1.52168634e-07
106.33          1.50885229e-07
106.34          1.49636722e-07
106.35          1.48346531e-07
106.36          1.47060803e-07
106.37          1.45764781e-07
106.38          1.44486260e-07
106.39          1.43241169e-07
106.4           1.41952995e-07
106.41          1.40663689e-07
106.42          1.39369144e-07
106.43          1.38118584e-07
106.44          1.36840980e-07
106.45          1.35552471e-07
106.46          1.34264024e-07
106.47          1.32988572e-07
106.48          1.31732850e-07
106.49          1.30424066e-07
106.5           1.29119238e-07
106.51          1.27855364e-07
106.52          1.26577430e-07
106.53          1.25277920e-07
106.54          1.23987392e-07
106.55          1.22699559e-07
106.56          1.21429233e-07
106.57          1.20179744e-07
106.58          1.18874257e-07
106.59          1.17590602e-07
106.6           1.16304449e-07
106.61          1.15030826e-07
106.62          1.13708776e-07
106.63          1.12427969e-07
106.64          1.11129791e-07
106.65          1.09854601e-07
106.66          1.08583894e-07
106.67          1.07284176e-07
106.68          1.06005061e-07
106.69          1.04728796e-07
106.7           1.03499005e-07
106.71          1.02211728e-07
106.72          1.00952447e-07
106.73          9.96777439e-08
106.74          9.84000235e-08
106.75          9.70960541e-08
106.76          9.58645690e-08
106.77          9.45960790e-08
106.78          9.33239015e-08
106.79          9.20623746e-08
106.8           9.07739578e-08
106.81          8.95147350e-08
106.82          8.82743986e-08
106.83          8.70361170e-08
106.84          8.57624162e-08
106.85          8.45103960e-08
106.86          8.32633637e-08
106.87          8.20030396e-08
106.88          8.07567446e-08
106.89          7.94875069e-08
106.9           7.82449169e-08
106.91          7.69961191e-08
106.92          7.57321412e-08
106.93          7.45280766e-08
106.94          7.33080171e-08
106.95          7.20837519e-08
106.96          7.08543552e-08
106.97          6.96298691e-08
106.98          6.83984898e-08
106.99          6.71553220e-08
107             6.58989799e-08
107.01          6.46944793e-08
107.02          6.35141228e-08
107.03          6.22981984e-08
107.04          6.10798091e-08
107.05          5.98914373e-08
107.06          5.87050215e-08
107.07          5.74763980e-08
107.08          5.62875690e-08
107.09          5.50776288e-08
107.1           5.39139650e-08
107.11          5.27268553e-08
107.12          5.15543879e-08
107.13          5.03526090e-08
107.14          4.91978013e-08
107.15          4.80333544e-08
107.16          4.68283027e-08
107.17          4.56582467e-08
107.18          4.45385108e-08
107.19          4.33762207e-08
107.2           4.22609652e-08
107.21          4.10868170e-08
107.22          3.99305129e-08
107.23          3.87776076e-08
107.24          3.76632436e-08
107.25          3.64683012e-08
107.26          3.53506781e-08
107.27          3.42275714e-08
107.28          3.30696382e-08
107.29          3.20260123e-08
107.3           3.09639423e-08
107.31          2.98474452e-08
107.32          2.87499061e-08
107.33          2.76692194e-08
107.34          2.65356553e-08
107.35          2.54506039e-08
107.36          2.43780276e-08
107.37          2.32977881e-08
107.38          2.22433288e-08
107.39          2.11674193e-08
107.4           2.01184259e-08
107.41          1.90821103e-08
107.42          1.80192806e-08
107.43          1.69733214e-08
107.44          1.59262836e-08
107.45          1.48896994e-08
107.46          1.38664130e-08
107.47          1.28810077e-08
107.48          1.18465860e-08
107.49          1.08333193e-08
107.5           9.80486658e-09
107.51          8.81637814e-09
107.52          7.84356765e-09
107.53          6.85430640e-09
107.54          5.87134178e-09
107.55          4.90215532e-09
107.56          3.94107224e-09
107.57          2.94818724e-09
107.58          2.01137734e-09
107.59          1.06801302e-09
107.6           1.26692946e-10
107.61          -8.24426789e-10
107.62          -1.77408764e-09
107.63          -2.69454098e-09
107.64          -3.58267906e-09
107.65          -4.47123469e-09
107.66          -5.39290870e-09
107.67          -6.28336005e-09
107.68          -7.15500936e-09
107.69          -8.06719185e-09
107.7           -8.97741637e-09
107.71          -9.86181716e-09
107.72          -1.07339701e-08
107.73          -1.15757960e-08
107.74          -1.24163645e-08
107.75          -1.32823145e-08
107.76          -1.40605099e-08
107.77          -1.48686755e-08
107.78          -1.57107372e-08
107.79          -1.65526221e-08
107.8           -1.73497833e-08
107.81          -1.81539649e-08
107.82          -1.89472786e-08
107.83          -1.97163470e-08
107.84          -2.05204660e-08
107.85          -2.12482519e-08
107.86          -2.20083481e-08
107.87          -2.27755232e-08
107.88          -2.35378148e-08
107.89          -2.42711178e-08
107.9           -2.50385682e-08
107.91          -2.57247944e-08
107.92          -2.64325390e-08
107.93          -2.71423005e-08
107.94          -2.78671903e-08
107.95          -2.85149807e-08
107.96          -2.92147920e-08
107.97          -2.98868562e-08
107.98          -3.05772413e-08
107.99          -3.12412929e-08
108             -3.18846900e-08
108.01          -3.25230389e-08
108.02          -3.31305953e-08
108.03          -3.37883322e-08
108.04          -3.43999354e-08
108.05          -3.50228715e-08
108.06          -3.56197172e-08
108.07          -3.62216322e-08
108.08          -3.67731416e-08
108.09          -3.73414239e-08
108.1           -3.79340492e-08
108.11          -3.84844001e-08
108.12          -3.90264265e-08
108.13          -3.96039535e-08
108.14          -4.01548362e-08
108.15          -4.07008455e-08
108.16          -4.11975963e-08
108.17          -4.16878971e-08
108.18          -4.21518141e-08
108.19          -4.26502820e-08
108.2           -4.31369908e-08
108.21          -4.35947632e-08
108.22          -4.40722083e-08
108.23          -4.45384380e-08
108.24          -4.50002249e-08
108.25          -4.54648469e-08
108.26          -4.58203925e-08
108.27          -4.62389904e-08
108.28          -4.66455617e-08
108.29          -4.70262304e-08
108.3           -4.74608256e-08
108.31          -4.78739270e-08
108.32          -4.82290026e-08
108.33          -4.85871199e-08
108.34          -4.89501964e-08
108.35          -4.92901480e-08
108.36          -4.95973999e-08
108.37          -4.99308980e-08
108.38          -5.02517836e-08
108.39          -5.05525079e-08
108.4           -5.08844298e-08
108.41          -5.11684000e-08
108.42          -5.14460071e-08
108.43          -5.17018029e-08
108.44          -5.19814101e-08
108.45          -5.22283035e-08
108.46          -5.24514927e-08
108.47          -5.26699016e-08
108.48          -5.28945728e-08
108.49          -5.31297466e-08
108.5           -5.33728315e-08
108.51          -5.35401524e-08
108.52          -5.36925203e-08
108.53          -5.39102037e-08
108.54          -5.40832249e-08
108.55          -5.42294026e-08
108.56          -5.43620386e-08
108.57          -5.45061751e-08
108.58          -5.45945364e-08
108.59          -5.47780218e-08
108.6           -5.48477113e-08
108.61          -5.49426244e-08
108.62          -5.50357325e-08
108.63          -5.51228694e-08
108.64          -5.51966913e-08
108.65          -5.52620013e-08
108.66          -5.52884064e-08
108.67          -5.53250755e-08
108.68          -5.53699578e-08
108.69          -5.54048402e-08
108.7           -5.54073455e-08
108.71          -5.54084415e-08
108.72          -5.53902917e-08
108.73          -5.53688217e-08
108.74          -5.53802362e-08
108.75          -5.53122555e-08
108.76          -5.52704773e-08
108.77          -5.52172048e-08
108.78          -5.51783252e-08
108.79          -5.50775974e-08
108.8           -5.49770608e-08
108.81          -5.48795331e-08
108.82          -5.47621484e-08
108.83          -5.46701989e-08
108.84          -5.45327072e-08
108.85          -5.44234792e-08
108.86          -5.42484985e-08
108.87          -5.41274839e-08
108.88          -5.39427789e-08
108.89          -5.37716112e-08
108.9           -5.35886164e-08
108.91          -5.33920224e-08
108.92          -5.32209807e-08
108.93          -5.30107219e-08
108.94          -5.27258913e-08
108.95          -5.25035966e-08
108.96          -5.23107702e-08
108.97          -5.20521242e-08
108.98          -5.17773993e-08
108.99          -5.14859022e-08
109             -5.12242116e-08
109.01          -5.09527030e-08
109.02          -5.06487532e-08
109.03          -5.03158311e-08
109.04          -4.99831432e-08
109.05          -4.97133738e-08
109.06          -4.93070319e-08
109.07          -4.89501670e-08
109.08          -4.85991296e-08
109.09          -4.82566396e-08
109.1           -4.78540629e-08
109.11          -4.75336970e-08
109.12          -4.71008635e-08
109.13          -4.66829298e-08
109.14          -4.62774485e-08
109.15          -4.58539303e-08
109.16          -4.54259276e-08
109.17          -4.49586225e-08
109.18          -4.45496568e-08
109.19          -4.40631818e-08
109.2           -4.36183308e-08
109.21          -4.31057886e-08
109.22          -4.26028514e-08
109.23          -4.21271164e-08
109.24          -4.16279375e-08
109.25          -4.10861722e-08
109.26          -4.05666091e-08
109.27          -4.00379711e-08
109.28          -3.94705054e-08
109.29          -3.89410573e-08
109.3           -3.83635258e-08
109.31          -3.77961130e-08
109.32          -3.71153407e-08
109.33          -3.65950481e-08
109.34          -3.60294978e-08
109.35          -3.54373988e-08
109.36          -3.48286268e-08
109.37          -3.42291466e-08
109.38          -3.35737071e-08
109.39          -3.29064154e-08
109.4           -3.22832751e-08
109.41          -3.16257511e-08
109.42          -3.09355767e-08
109.43          -3.02718882e-08
109.44          -2.95853550e-08
109.45          -2.89136860e-08
109.46          -2.82398931e-08
109.47          -2.74454425e-08
109.48          -2.67309149e-08
109.49          -2.60136343e-08
109.5           -2.52768623e-08
109.51          -2.45506534e-08
109.52          -2.37876739e-08
109.53          -2.30313283e-08
109.54          -2.22766154e-08
109.55          -2.15082658e-08
109.56          -2.06935573e-08
109.57          -1.99212898e-08
109.58          -1.91011806e-08
109.59          -1.82682573e-08
109.6           -1.74683803e-08
109.61          -1.66976997e-08
109.62          -1.58164169e-08
109.63          -1.49810584e-08
109.64          -1.40820196e-08
109.65          -1.32213847e-08
109.66          -1.23550254e-08
109.67          -1.15214576e-08
109.68          -1.06375989e-08
109.69          -9.74446896e-09
109.7           -8.83281315e-09
109.71          -7.92698168e-09
109.72          -6.98363780e-09
109.73          -6.06851184e-09
109.74          -5.16642971e-09
109.75          -4.21369869e-09
109.76          -3.27272365e-09
109.77          -2.31982216e-09
109.78          -1.33594451e-09
109.79          -3.59795962e-10
109.8           6.06963332e-10
109.81          1.61227798e-09
109.82          2.56881342e-09
109.83          3.58191172e-09
109.84          4.61251386e-09
109.85          5.62074049e-09
109.86          6.60794975e-09
109.87          7.68724202e-09
109.88          8.67786461e-09
109.89          9.75081968e-09
109.9           1.07736860e-08
109.91          1.18422080e-08
109.92          1.29070848e-08
109.93          1.39813874e-08
109.94          1.50826430e-08
109.95          1.61333813e-08
109.96          1.72118198e-08
109.97          1.83496034e-08
109.98          1.94019284e-08
109.99          2.05302571e-08
110             2.16404035e-08
110.01          2.27647102e-08
110.02          2.39205572e-08
110.03          2.50140551e-08
110.04          2.61374593e-08
110.05          2.73474108e-08
110.06          2.84436462e-08
110.07          2.96183169e-08
110.08          3.07712890e-08
110.09          3.19761590e-08
110.1           3.31584128e-08
110.11          3.43162632e-08
110.12          3.54823789e-08
110.13          3.67352735e-08
110.14          3.78937271e-08
110.15          3.90874377e-08
110.16          4.03020589e-08
110.17          4.15323486e-08
110.18          4.27814097e-08
110.19          4.39578676e-08
110.2           4.51699020e-08
110.21          4.64626580e-08
110.22          4.76893981e-08
110.23          4.89271556e-08
110.24          5.01953595e-08
110.25          5.14567946e-08
110.26          5.27388944e-08
110.27          5.39905287e-08
110.28          5.52276428e-08
110.29          5.65365326e-08
110.3           5.78033818e-08
110.31          5.90676922e-08
110.32          6.03753339e-08
110.33          6.16921512e-08
110.34          6.29748517e-08
110.35          6.42951586e-08
110.36          6.56019786e-08
110.37          6.69244291e-08
110.38          6.82289356e-08
110.39          6.95382319e-08
110.4           7.08616536e-08
110.41          7.22174021e-08
110.42          7.35534436e-08
110.43          7.48778139e-08
110.44          7.62228824e-08
110.45          7.75380001e-08
110.46          7.89004446e-08
110.47          8.02410569e-08
110.48          8.15907589e-08
110.49          8.29744201e-08
110.5           8.43482781e-08
110.51          8.57088894e-08
110.52          8.71101159e-08
