# Observer      : 0
# Position      : (2.00000000e-01 1.70000000e-01 -1.00000000e-02)
# Time          	p(Curle)        
104.14          6.72908722e-07
104.15          6.72796126e-07
104.16          6.72787801e-07
104.17          6.72651337e-07
104.18          6.72559572e-07
104.19          6.72469182e-07
104.2           6.72399976e-07
104.21          6.72293330e-07
104.22          6.72154081e-07
104.23          6.72036363e-07
104.24          6.71857141e-07
104.25          6.71683840e-07
104.26          6.71502269e-07
104.27          6.71314643e-07
104.28          6.71118589e-07
104.29          6.70913859e-07
104.3           6.70708379e-07
104.31          6.70483279e-07
104.32          6.70219332e-07
104.33          6.69960919e-07
104.34          6.69736637e-07
104.35          6.69443803e-07
104.36          6.69118854e-07
104.37          6.68850916e-07
104.38          6.68565304e-07
104.39          6.68252888e-07
104.4           6.67933580e-07
104.41          6.67563752e-07
104.42          6.67196272e-07
104.43          6.66848794e-07
104.44          6.66496737e-07
104.45          6.66063400e-07
104.46          6.65662373e-07
104.47          6.65314611e-07
104.48          6.64858056e-07
104.49          6.64384915e-07
104.5           6.63987364e-07
104.51          6.63531928e-07
104.52          6.63082683e-07
104.53          6.62635071e-07
104.54          6.62106105e-07
104.55          6.61653196e-07
104.56          6.61157706e-07
104.57          6.60623905e-07
104.58          6.60060690e-07
104.59          6.59542538e-07
104.6           6.59005849e-07
104.61          6.58437909e-07
104.62          6.57835219e-07
104.63          6.57289474e-07
104.64          6.56677802e-07
104.65          6.56128284e-07
104.66          6.55502016e-07
104.67          6.54863908e-07
104.68          6.54213840e-07
104.69          6.53546697e-07
104.7           6.52896617e-07
104.71          6.52272085e-07
104.72          6.51563670e-07
104.73          6.50848329e-07
104.74          6.50135410e-07
104.75          6.49465350e-07
104.76          6.48767491e-07
104.77          6.48030748e-07
104.78          6.47306440e-07
104.79          6.46547931e-07
104.8           6.45807516e-07
104.81          6.45026108e-07
104.82          6.44239837e-07
104.83          6.43522744e-07
104.84          6.42677192e-07
104.85          6.41846600e-07
104.86          6.41003593e-07
104.87          6.40196025e-07
104.88          6.39401495e-07
104.89          6.38575176e-07
104.9           6.37628542e-07
104.91          6.36761566e-07
104.92          6.35928873e-07
104.93          6.35008715e-07
104.94          6.34114717e-07
104.95          6.33148262e-07
104.96          6.32262375e-07
104.97          6.31348928e-07
104.98          6.30430087e-07
104.99          6.29450479e-07
105             6.28522869e-07
105.01          6.27513852e-07
105.02          6.26528406e-07
105.03          6.25568295e-07
105.04          6.24552355e-07
105.05          6.23577493e-07
105.06          6.22576815e-07
105.07          6.21501672e-07
105.08          6.20465602e-07
105.09          6.19484580e-07
105.1           6.18405310e-07
105.11          6.17316297e-07
105.12          6.16223761e-07
105.13          6.15112299e-07
105.14          6.14077331e-07
105.15          6.12955186e-07
105.16          6.11876847e-07
105.17          6.10759510e-07
105.18          6.09631105e-07
105.19          6.08454545e-07
105.2           6.07316110e-07
105.21          6.06145145e-07
105.22          6.05003260e-07
105.23          6.03866113e-07
105.24          6.02652471e-07
105.25          6.01456847e-07
105.26          6.00268803e-07
105.27          5.99056959e-07
105.28          5.97804122e-07
105.29          5.96570790e-07
105.3           5.95369221e-07
105.31          5.94207273e-07
105.32          5.92904378e-07
105.33          5.91648234e-07
105.34          5.90366604e-07
105.35          5.89119726e-07
105.36          5.87777503e-07
105.37          5.86503123e-07
105.38          5.85219823e-07
105.39          5.83939254e-07
105.4           5.82627783e-07
105.41          5.81223277e-07
105.42          5.79943132e-07
105.43          5.78598978e-07
105.44          5.77214484e-07
105.45          5.75912800e-07
105.46          5.74585810e-07
105.47          5.73176145e-07
105.48          5.71871725e-07
105.49          5.70407975e-07
105.5           5.69048314e-07
105.51          5.67620269e-07
105.52          5.66215976e-07
105.53          5.64847192e-07
105.54          5.63397057e-07
105.55          5.61968679e-07
105.56          5.60556570e-07
105.57          5.59083423e-07
105.58          5.57648274e-07
105.59          5.56164274e-07
105.6           5.54711120e-07
105.61          5.53339735e-07
105.62          5.51813349e-07
105.63          5.50333725e-07
105.64          5.48863807e-07
105.65          5.47354070e-07
105.66          5.45849025e-07
105.67          5.44299098e-07
105.68          5.42834444e-07
105.69          5.41306499e-07
105.7           5.39806765e-07
105.71          5.38247988e-07
105.72          5.36735803e-07
105.73          5.35131608e-07
105.74          5.33618334e-07
105.75          5.32069493e-07
105.76          5.30522949e-07
105.77          5.28957081e-07
105.78          5.27398214e-07
105.79          5.25821252e-07
105.8           5.24232737e-07
105.81          5.22608451e-07
105.82          5.21065943e-07
105.83          5.19434904e-07
105.84          5.17834586e-07
105.85          5.16213657e-07
105.86          5.14601603e-07
105.87          5.13015321e-07
105.88          5.11351189e-07
105.89          5.09739148e-07
105.9           5.08159555e-07
105.91          5.06485156e-07
105.92          5.04830973e-07
105.93          5.03189966e-07
105.94          5.01533943e-07
105.95          4.99899376e-07
105.96          4.98231742e-07
105.97          4.96559006e-07
105.98          4.94889561e-07
105.99          4.93201160e-07
106             4.91515052e-07
106.01          4.89838973e-07
106.02          4.88133346e-07
106.03          4.86485847e-07
106.04          4.84814320e-07
106.05          4.83097168e-07
106.06          4.81414699e-07
106.07          4.79711260e-07
106.08          4.77998535e-07
106.09          4.76264205e-07
106.1           4.74568097e-07
106.11          4.72795652e-07
106.12          4.71094476e-07
106.13          4.69409528e-07
106.14          4.67664561e-07
106.15          4.65932488e-07
106.16          4.64186393e-07
106.17          4.62500333e-07
106.18          4.60720561e-07
106.19          4.58989143e-07
106.2           4.57230986e-07
106.21          4.55541824e-07
106.22          4.53795251e-07
106.23          4.52010890e-07
106.24          4.50253199e-07
106.25          4.48498162e-07
106.26          4.46724511e-07
106.27          4.44955184e-07
106.28          4.43203518e-07
106.29          4.41403164e-07
106.3           4.39721656e-07
106.31          4.37936584e-07
106.32          4.36176510e-07
106.33          4.34391081e-07
106.34          4.32651507e-07
106.35          4.30856692e-07
106.36          4.29068398e-07
106.37          4.27263937e-07
106.38          4.25488285e-07
106.39          4.23755019e-07
106.4           4.21962886e-07
106.41          4.20168738e-07
106.42          4.18369786e-07
106.43          4.16629563e-07
106.44          4.14851663e-07
106.45          4.13060663e-07
106.46          4.11267979e-07
106.47          4.09495257e-07
106.48          4.07746832e-07
106.49          4.05926865e-07
106.5           4.04114271e-07
106.51          4.02359384e-07
106.52          4.00582683e-07
106.53          3.98775760e-07
106.54          3.96980898e-07
106.55          3.95189995e-07
106.56          3.93422136e-07
106.57          3.91686141e-07
106.58          3.89879029e-07
106.59          3.88095513e-07
106.6           3.86312420e-07
106.61          3.84542231e-07
106.62          3.82706222e-07
106.63          3.80925897e-07
106.64          3.79122918e-07
106.65          3.77354936e-07
106.66          3.75590105e-07
106.67          3.73786429e-07
106.68          3.72015343e-07
106.69          3.70247853e-07
106.7           3.68536731e-07
106.71          3.66741283e-07
106.72          3.64991242e-07
106.73          3.63223784e-07
106.74          3.61452715e-07
106.75          3.59644314e-07
106.76          3.57937640e-07
106.77          3.56177857e-07
106.78          3.54410812e-07
106.79          3.52661416e-07
106.8           3.50875151e-07
106.81          3.49126902e-07
106.82          3.47405442e-07
106.83          3.45687590e-07
106.84          3.43927804e-07
106.85          3.42191114e-07
106.86          3.40460743e-07
106.87          3.38718153e-07
106.88          3.36989715e-07
106.89          3.35233242e-07
106.9           3.33509124e-07
106.91          3.31777895e-07
106.92          3.30029282e-07
106.93          3.28359472e-07
106.94          3.26669397e-07
106.95          3.24977179e-07
106.96          3.23275566e-07
106.97          3.21578424e-07
106.98          3.19873498e-07
106.99          3.18152529e-07
107             3.16412503e-07
107.01          3.14749382e-07
107.02          3.13115170e-07
107.03          3.11433301e-07
107.04          3.09747583e-07
107.05          3.08104458e-07
107.06          3.06462342e-07
107.07          3.04764634e-07
107.08          3.03119075e-07
107.09          3.01445600e-07
107.1           2.99838485e-07
107.11          2.98198197e-07
107.12          2.96578173e-07
107.13          2.94917087e-07
107.14          2.93323294e-07
107.15          2.91713205e-07
107.16          2.90048646e-07
107.17          2.88432288e-07
107.18          2.86883965e-07
107.19          2.85280487e-07
107.2           2.83737183e-07
107.21          2.82123128e-07
107.22          2.80529685e-07
107.23          2.78943831e-07
107.24          2.77404035e-07
107.25          2.75756161e-07
107.26          2.74215722e-07
107.27          2.72667132e-07
107.28          2.71077966e-07
107.29          2.69629235e-07
107.3           2.68158908e-07
107.31          2.66622930e-07
107.32          2.65111812e-07
107.33          2.63623761e-07
107.34          2.62062217e-07
107.35          2.60568505e-07
107.36          2.59089228e-07
107.37          2.57607653e-07
107.38          2.56147912e-07
107.39          2.54674338e-07
107.4           2.53231185e-07
107.41          2.51804428e-07
107.42          2.50342983e-07
107.43          2.48903194e-07
107.44          2.47462910e-07
107.45          2.46036442e-07
107.46          2.44632827e-07
107.47          2.43282508e-07
107.48          2.41861464e-07
107.49          2.40468145e-07
107.5           2.39055724e-07
107.51          2.37703362e-07
107.52          2.36364279e-07
107.53          2.35006615e-07
107.54          2.33656772e-07
107.55          2.32327996e-07
107.56          2.31009308e-07
107.57          2.29647612e-07
107.58          2.28366186e-07
107.59          2.27074087e-07
107.6           2.25784779e-07
107.61          2.24481060e-07
107.62          2.23178565e-07
107.63          2.21918124e-07
107.64          2.20705192e-07
107.65          2.19488154e-07
107.66          2.18227985e-07
107.67          2.17008271e-07
107.68          2.15817533e-07
107.69          2.14570508e-07
107.7           2.13332740e-07
107.71          2.12126761e-07
107.72          2.10934579e-07
107.73          2.09786817e-07
107.74          2.08642945e-07
107.75          2.07463762e-07
107.76          2.06388954e-07
107.77          2.05287759e-07
107.78          2.04141935e-07
107.79          2.02995521e-07
107.8           2.01909721e-07
107.81          2.00815546e-07
107.82          1.99737845e-07
107.83          1.98684462e-07
107.84          1.97596082e-07
107.85          1.96606537e-07
107.86          1.95575248e-07
107.87          1.94532081e-07
107.88          1.93494722e-07
107.89          1.92499244e-07
107.9           1.91453837e-07
107.91          1.90530320e-07
107.92          1.89571055e-07
107.93          1.88609840e-07
107.94          1.87627543e-07
107.95          1.86756045e-07
107.96          1.85802632e-07
107.97          1.84893369e-07
107.98          1.83957766e-07
107.99          1.83061389e-07
108             1.82193651e-07
108.01          1.81333650e-07
108.02          1.80513595e-07
108.03          1.79626876e-07
108.04          1.78803261e-07
108.05          1.77962508e-07
108.06          1.77160060e-07
108.07          1.76349259e-07
108.08          1.75610016e-07
108.09          1.74846429e-07
108.1           1.74049433e-07
108.11          1.73309295e-07
108.12          1.72585644e-07
108.13          1.71819307e-07
108.14          1.71081354e-07
108.15          1.70351332e-07
108.16          1.69695123e-07
108.17          1.69032847e-07
108.18          1.68405735e-07
108.19          1.67741437e-07
108.2           1.67097060e-07
108.21          1.66490568e-07
108.22          1.65854712e-07
108.23          1.65230261e-07
108.24          1.64618679e-07
108.25          1.64008083e-07
108.26          1.63541229e-07
108.27          1.62990802e-07
108.28          1.62454316e-07
108.29          1.61955429e-07
108.3           1.61379899e-07
108.31          1.60833974e-07
108.32          1.60368923e-07
108.33          1.59900514e-07
108.34          1.59425917e-07
108.35          1.58982273e-07
108.36          1.58586101e-07
108.37          1.58152635e-07
108.38          1.57734948e-07
108.39          1.57347144e-07
108.4           1.56918284e-07
108.41          1.56552262e-07
108.42          1.56197202e-07
108.43          1.55872208e-07
108.44          1.55514624e-07
108.45          1.55200734e-07
108.46          1.54917714e-07
108.47          1.54646765e-07
108.48          1.54364062e-07
108.49          1.54068520e-07
108.5           1.53759408e-07
108.51          1.53555351e-07
108.52          1.53368315e-07
108.53          1.53100559e-07
108.54          1.52904046e-07
108.55          1.52732125e-07
108.56          1.52582539e-07
108.57          1.52407585e-07
108.58          1.52309199e-07
108.59          1.52079806e-07
108.6           1.52015604e-07
108.61          1.51914290e-07
108.62          1.51814708e-07
108.63          1.51728746e-07
108.64          1.51656693e-07
108.65          1.51596398e-07
108.66          1.51589240e-07
108.67          1.51570810e-07
108.68          1.51539964e-07
108.69          1.51526547e-07
108.7           1.51552437e-07
108.71          1.51576314e-07
108.72          1.51632674e-07
108.73          1.51692351e-07
108.74          1.51708971e-07
108.75          1.51832465e-07
108.76          1.51920536e-07
108.77          1.52025682e-07
108.78          1.52107413e-07
108.79          1.52275064e-07
108.8           1.52455238e-07
108.81          1.52620031e-07
108.82          1.52814781e-07
108.83          1.52974552e-07
108.84          1.53199978e-07
108.85          1.53375050e-07
108.86          1.53648096e-07
108.87          1.53849520e-07
108.88          1.54134954e-07
108.89          1.54402562e-07
108.9           1.54687560e-07
108.91          1.54990139e-07
108.92          1.55258951e-07
108.93          1.55578390e-07
108.94          1.56007777e-07
108.95          1.56357025e-07
108.96          1.56648000e-07
108.97          1.57040519e-07
108.98          1.57444823e-07
108.99          1.57873506e-07
109             1.58269453e-07
109.01          1.58672582e-07
109.02          1.59124331e-07
109.03          1.59619317e-07
109.04          1.60107836e-07
109.05          1.60508342e-07
109.06          1.61106495e-07
109.07          1.61634072e-07
109.08          1.62150272e-07
109.09          1.62655221e-07
109.1           1.63244306e-07
109.11          1.63712983e-07
109.12          1.64338573e-07
109.13          1.64949121e-07
109.14          1.65540163e-07
109.15          1.66151914e-07
109.16          1.66782847e-07
109.17          1.67457871e-07
109.18          1.68055990e-07
109.19          1.68757022e-07
109.2           1.69406623e-07
109.21          1.70145868e-07
109.22          1.70869290e-07
109.23          1.71560010e-07
109.24          1.72280131e-07
109.25          1.73059907e-07
109.26          1.73807825e-07
109.27          1.74563220e-07
109.28          1.75375568e-07
109.29          1.76140361e-07
109.3           1.76967980e-07
109.31          1.77782475e-07
109.32          1.78744739e-07
109.33          1.79502037e-07
109.34          1.80313992e-07
109.35          1.81160266e-07
109.36          1.82033707e-07
109.37          1.82890858e-07
109.38          1.83825984e-07
109.39          1.84772664e-07
109.4           1.85655106e-07
109.41          1.86608986e-07
109.42          1.87602405e-07
109.43          1.88548681e-07
109.44          1.89513523e-07
109.45          1.90462197e-07
109.46          1.91420572e-07
109.47          1.92558726e-07
109.48          1.93573828e-07
109.49          1.94592052e-07
109.5           1.95639715e-07
109.51          1.96674135e-07
109.52          1.97751536e-07
109.53          1.98831017e-07
109.54          1.99899752e-07
109.55          2.00987353e-07
109.56          2.02141016e-07
109.57          2.03236578e-07
109.58          2.04396649e-07
109.59          2.05578375e-07
109.6           2.06709737e-07
109.61          2.07801623e-07
109.62          2.09047122e-07
109.63          2.10227949e-07
109.64          2.11497235e-07
109.65          2.12712263e-07
109.66          2.13937796e-07
109.67          2.15118818e-07
109.68          2.16370488e-07
109.69          2.17632586e-07
109.7           2.18914526e-07
109.71          2.20184035e-07
109.72          2.21519202e-07
109.73          2.22807234e-07
109.74          2.24078125e-07
109.75          2.25419857e-07
109.76          2.26746129e-07
109.77          2.28086359e-07
109.78          2.29471280e-07
109.79          2.30843339e-07
109.8           2.32203443e-07
109.81          2.33615161e-07
109.82          2.34961218e-07
109.83          2.36385501e-07
109.84          2.37833549e-07
109.85          2.39247863e-07
109.86          2.40632207e-07
109.87          2.42145830e-07
109.88          2.43538401e-07
109.89          2.45043302e-07
109.9           2.46479979e-07
109.91          2.47979884e-07
109.92          2.49474347e-07
109.93          2.50982828e-07
109.94          2.52526351e-07
109.95          2.54003713e-07
109.96          2.55511841e-07
109.97          2.57101125e-07
109.98          2.58579724e-07
109.99          2.60160099e-07
110             2.61713347e-07
110.01          2.63286937e-07
110.02          2.64901123e-07
110.03          2.66431314e-07
110.04          2.68011256e-07
110.05          2.69697022e-07
110.06          2.71239641e-07
110.07          2.72880829e-07
110.08          2.74496810e-07
110.09          2.76177633e-07
110.1           2.77830815e-07
110.11          2.79447493e-07
110.12          2.81077968e-07
110.13          2.82832058e-07
110.14          2.84452707e-07
110.15          2.86119784e-07
110.16          2.87815230e-07
110.17          2.89534711e-07
110.18          2.91277779e-07
110.19          2.92920562e-07
110.2           2.94613611e-07
110.21          2.96420133e-07
110.22          2.98133031e-07
110.23          2.99863108e-07
110.24          3.01633969e-07
110.25          3.03392678e-07
110.26          3.05180227e-07
110.27          3.06928092e-07
110.28          3.08653127e-07
110.29          3.10476130e-07
110.3           3.12248429e-07
110.31          3.14010666e-07
110.32          3.15833776e-07
110.33          3.17668650e-07
110.34          3.19455235e-07
110.35          3.21293538e-07
110.36          3.23117864e-07
110.37          3.24958897e-07
110.38          3.26783445e-07
110.39          3.28609678e-07
110.4           3.30454388e-07
110.41          3.32338149e-07
110.42          3.34200829e-07
110.43          3.36046090e-07
110.44          3.37916640e-07
110.45          3.39746767e-07
110.46          3.41645099e-07
110.47          3.43511817e-07
110.48          3.45389562e-07
110.49          3.47318247e-07
110.5           3.49230498e-07
110.51          3.51123383e-07
110.52          3.53074470e-07
110.53          3.54918158e-07
110.54          3.56858012e-07
110.55          3.58798747e-07
110.56          3.60687176e-07
110.57          3.62571557e-07
110.58          3.64560236e-07
110.59          3.66491589e-07
110.6           3.68448102e-07
110.61          3.70394294e-07
110.62          3.72287614e-07
110.63          3.74275879e-07
110.64          3.76232183e-07
110.65          3.78182860e-07
110.66          3.80138324e-07
110.67          3.82183535e-07
110.68          3.84126618e-07
